전통주명,도수,규격,주원료,제조사,가격,주종,판매 url,정보,맛,안주,,,,
심술6 막걸리,6,500ml,"쌀(국내산), 국(입국), 건조효모, 아세설팜칼륨, 아스파탐",배상면주가,"￦13,900(500ml*6병)(가격은 판매처 별로 상이할 수 있습니다.)",탁주,http://www.woorisool.kr,포천쌀로 빚은 생막걸리로 크리미한 목 넘김과 은은한 과일향이 매력적인 막걸리다. 적당한 탄산과 은은한 단맛이 잘 어우러진다. 500ml 저용량으로 부담없이 즐길 수 있다.,,없음,,,,
톡쏘는 옥수수동동,6,750ml,"쌀, 정제수, 입국, 옥수수 농축액, 옥수수 추출물 등",우리술,￦1300 (가격은 판매처 별로 상이할 수 있습니다.),탁주,http://woorisool.modoo.at/,"톡쏘는 옥수수동동은 2016년 출시된 ""톡쏘는 알밤동동""과 2018년 출시된 ""톡쏘는 고구마동동""의 확장 제품이다. 세계 3대 작물 중 하나인 옥수수를 넣어 달콤하고 부드러운 옥수수 수프를 연상시키는 전통주로, 청정지역 가평의 지하 250ｍ 천연암반수를 원료로 사용하며 알코올 도수는 6도다.",,한식,,,,
톡쏘는 고구마동동,6,750ml,"쌀, 정제수, 입국, 고구마 농축액, 고구마 추출물 등",우리술,￦1300 (가격은 판매처 별로 상이할 수 있습니다.),탁주,http://woorisool.modoo.at/,"톡쏘는 고구마동동은 기존 출시된 ""톡쏘는 알밤동동""의 확장 제품으로, 막걸리 고유의 맛과 부드러운 자색고구마의 맛과 향을 즐길 수 있는 제품이다. 막걸리에 그대로 담아 특유의 고소한 맛으로 목 넘김이 부드럽고, 은은한 향까지 느낄 수 있어 누구나 부담 없이 마시고 느낄 수 있는 막걸리다.",,"전/무침:파전, 김치전",,,,
톡쏘는 알밤동동,6,750ml,"쌀, 정제수, 입국, 밤 농축액, 밤 추출물 등",우리술,￦1300 (가격은 판매처 별로 상이할 수 있습니다.),탁주,http://woorisool.modoo.at/,톡 쏘는 알밤동동은 기성세대만 마신다는 막걸리의 이미지를 버리고 신세대를 겨냥한 새로운 막걸리로 우리 햅쌀에 국산 밤을 달달 하게 녹여 톡 쏘는 탄산까지 조합해 최적의 레시피로 완성한 상품이다.,"단맛:4, 신맛:1, 청량감:3, 바디감:3",없음,,,,
가평 잣 생막걸리,6,750ml,"쌀, 정제수, 쌀입국, 잣, 효모, 정제효소 등",우리술,,탁주,http://www.woorisool.kr,"가평의 잣을 막걸리에 그대로 담아 특유의 고소한 맛으로 목 넘김이 부드럽고, 은은한 향까지 느낄 수 있어 누구나 부담 없이 마시고 느낄 수 있는 막걸리다. 일반 막걸리는 완전 발효가 되지 않는 미숙주가 많아 상품 상태에서도 발효가 활발하기 때문에 병을 흔들면 가스로 병이 터지거나, 넘치는 현상이 일어난다. 하지만 가평 생 막걸리는 저온 장기숙성방식으로 완전 발효를 실현하여 완숙주로 출시되어 흔들어도 터지거나 넘치지 않는다. 단맛, 신맛, 바디감, 목넘김 등 맛이 튀지 않고 적당하다. 쌀 막걸리의 가벼운 바디감과 부드러운 목넘김이 좋은 막걸리다.",,없음,,,,
손가네 태종대 개똥쑥생막걸리,6,750ml,"정제수, 쌀, 태종대개똥쑥추출물, 입국, 누룩, 정제효소, 이소말토올리고당, 구연산, 아스파탐, 효모",태종대양조,,탁주,,"저온 추출법으로 추출해 특유의 향을 최소로 줄인 개똥쑥액 10%와 막걸리와 섞어 본연의 맛과 향을 보존했다. 쑥향의 씁쓸한 향이 은은하게 나며, 맛이 풍부하면서 부드럽다. 깔끔하면서도 가벼운 목 넘김을 느낄 수 있다.",,육류:대패삼겹살,,,,
다랭이팜 생막걸리,6,750ml,"지하정제수, 9분도쌀, 찹쌀, 혼합제제 누룩,",농업회사법인 주식회사 다랭이팜,"￦4,000 (가격은 판매처 별로 상이할 수 있습니다.)",탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077740,"일반 시중보다 3배 이상 비싼 원료로 만드는 막걸리를 생산하기 시작했을 때 주위 사람들은 모두가 '다랭이팜은 곧 망할 것이다'라고 했다고 한다. 하지만, 최고의 막걸리를 위해 좋은 원료를 고집했고, 이를 알아 주는 많은 사람들이 다랭이팜을 찾아주고 있다. 역시 최고의 원료로 빚는 막걸리는 그 맛부터 다르다.","단맛:1, 신맛:4, 청량감:4, 바디감:2",없음,,,,
장홍삼 장수 막걸리,6,750ml,"백미,말토올리고당,홍삼분말",서울장수(주),"￦2,000(가격은 판매처 별로 상이할 수 있습니다.)",살균탁주,https://seouljangsu.modoo.at/,2013년 품질 좋고 믿을 수 있는 국내산 원재료를 사용한 프리미엄 '장수홍삼막걸리'가 막걸리의 명가 서울장수막걸리에서 출시되었다. 이 제품은 (주)농협한삼인과 서울장수(주)가 공동사업을 추진하기 위해 2012년 업무협약을 체결한 후 개발한 제품이다. 홍삼 전문기업과 막걸리 전문기업이 만나 콜라보레이션 제품을 만든 것인데 국내산 원료만 사용하여 소비자에게 보다 질 좋은 제품을 생산하자는 일념으로 만들어졌다고 한다.,"단맛:1, 신맛:4, 청량감:3, 바디감:1",육류:삼겹살,,,,
이화백주,6,940ml,"정제수, 쌀(국내산), 누룩, 설탕, 물엿, 밀, 아스파탐",이화백주,￦12000(가격은 판매처 별로 상이할 수 있습니다.),탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075521,"그 해 도정한 햅쌀(100%) 와 천연 효모인 누룩으로 발효하여 저온 숙성시킨 프리미엄 탄산 탁주이다. 인공 효모와 조효소제를 사용하지 않고 100% 전통누룩을 사용함으로써 술을 빚으면 깊고 풍부한 맛과 향을 준다. 또한 잔당이 많이 남아 맛이 부드럽다. 전통누룩을 사용하는데 입국을 사용한 술보다 우리 술만의 고유한 특징이 잘녹아있다. 막걸리를 입에 한 모금 머금고 있으면 단맛, 쓴맛, 신맛, 짠맛, 감칠맛 5가지 맛을 동시에 느낄 수 있다.","단맛:3, 신맛:3, 청량감:4, 바디감:3","육류:갈비찜, 보쌈, 족발",,,,
호랑이 생 막걸리,6,750ml,"물, 쌀(국내산),에리스리톨, 효모, 국, 젖산, 합성향료,밀함유",배혜정도가,"￦2,200 (가격은 판매처 별로 상이할 수 있습니다.)",탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069102,한국의 상징적 동물인 호랑이가 눈을 부릅뜨고 전통주의 위상을 지키겠다는 의미를 담아 만든 호랑이 생 막걸리. 막걸리의 명문 배혜정도가에서 태어난 호랑이 막걸리는 전통주가 가진 그 자체의 강한 카리스마와 담담하고 고운 맛을 뿜어내는 프리미엄 막걸리다. 시각적으로 강한 호랑이의 느낌과는 반대로 맛과 향이 풍부하고 감미료를 전혀 첨하지 않는 생쌀 발효 법으로 영양성분과 부드러운 바디감을 그대로 살렸다.,"단맛:4, 신맛:1, 청량감:2, 바디감:4",중식,,,,
도구막걸리,6,750ml,"정제수, 밀가루, 효모, 조제종국, 정제효소제, 젖산, 아스파탐, 아세설팜칼륨",동해명주,"￦15,000(750ml*9병)(가격은 판매처 별로 상이할 수 있습니다)",탁주,https://www.yangjo.com/,도구 막걸리'는 1955년 도구양조장이 설립되면서 처음으로 만들어진 막걸리이다. 양조장이 위치한 포항시 남구 동해면이 옛 지명으로는 '도구리'라서 지명을 따서 막걸리를 만들게 되었다. 도구 막걸리는 밀과 쌀로 빚은 막걸리로 밀막걸리 특유의 구수한 향과 예스러움을 간직한 막걸리이다.,"단맛:2, 신맛:2, 청량감:4, 바디감:4",해산물:생선 조림,,,,
세오녀탁주,6,750ml,"정제수, 쌀(국내산, 포항쌀), 누룩, 효모, 조제종국, 정제효소제, 젖산",동해명주,,탁주,www.yangjo.com,"탄산과 강한 단맛을 가진 일반 막걸리와는 달리, 무감미로 만들어져 어떤 해산물 안주와도 잘 어울리는 막걸리이다. 걸쭉한 느낌보다는 담담하게 입안으로 넘어가는 질감을 천천히 음미해볼 수 있는 쌀 와인에 가깝다.",,해산물:회,,,,
동해동동주,6,750ml,쌀100%(포항쌀),동해명주,"￦15,000(750ml*9병)(가격은 판매처 별로 상이할 수 있습니다)",탁주,https://www.yangjo.com/,동해 동동주'는 1992년에 출시한 제조사 동해명주의 스테디셀러 막걸리이다. 양곡관리법 규제가 풀리면서 기존의 밀로 빚는 막걸리를 쌀로도 빚을 수 있게 되어 전통 쌀막걸리의 명맥을 잇고자 포항에서는 최초로 개발하여 출시한 제품이다. 제품 출시 후 쌀막걸리 특유의 맑고 목 넘김이 좋은 막걸리로 인해 소비자들에게 큰 호응을 얻었으며 동해명주의 대표 술을 자리매김하였다.,"단맛:2, 신맛:1, 청량감:3, 바디감:2",해산물:문어 숙회,,,,
영탁막걸리,6,750ml,"정제수, 백미(국내산), 입국(쌀, 밀), 물엿, 올리고당, 누룩(밀), 효모, 아스파탐, 아세설팔칼륨",예천양조,,탁주,https://yecheonbrewery.com/,차고 달아 술 빚기에 으뜸으로 꼽는 예천의 물로 빚은 막걸리이다. 특유의 묵직한 바디감이 느껴지는 일반 막걸리와 달리 부드러우면서도 깔끔한 목넘김이 일품이며 가볍게 안주 없이 즐기기에도 적당한 술이다.,,육류:보쌈,,,,
지리산 허브잎술 쌀 막걸리,6,750ml,"쌀(국내산), 입국, 정제수, 효모, 곡자, 국내산허브(로즈마리, 라벤다잎줄기추출액, 울금) 등",운봉주조,"￦1,500(가격은 판매처 별로 상이할 수 있습니다.)",살균탁주,https://herbsul.modoo.at/,지리산 허브잎 술 쌀 막걸리'는 청정지역 지리산 맑은물과 솔잎향의 천연 로즈마리와 라벤다를 첨가한 제품이다. 대한민국 우리술품평회에서 살균막걸리 부문에서 2011년과 2014년 대상을 수상한 제품으로 전통발효주의 담백한 맛에 은은한 허브향을 느낄 수 있는 제품이다.,"단맛:1, 신맛:2, 청량감:2, 바디감:1",육류:닭갈비,,,,
야관문 쌀 막걸리,6,750ml,"팽화미, 입국, 효모, 곡자(밀), 정제수, 야관문잎 줄기 추출액 등",지리산 운봉주조,"￦1,500(가격은 판매처 별로 상이할 수 있습니다.)",탁주,https://herbsul.modoo.at/,'야관문 막걸리'는 40년 가까이 청정지역 지리산에서 술을 빚어온 '운봉주조'에서 생산하는 웰빙 막걸리이다. 지리산의 맑은물과 국내산쌀만을 사용하여 제조하는 막걸리로 한층 부드럽고 순한 맛으로 인기가 좋다. '야관문'은 '밤의 빗장을 여는 문'이라는 뜻으로 건강에 좋은 약초로 술로 빚어 섭취하면 더욱 효능이 좋다고 알려져 있다. '야관문막걸리'는 지리산 허브특구에서 자란 토종허브인 야관문을 첨가한 제품이다.,"단맛:1, 신맛:3, 청량감:2, 바디감:1",디저트:샐러드,,,,
동래아들,6,750ml,"정제수, 찹쌀, 맵쌀, 밀누룩",제이케이크래프트,"￦4,000(가격은 판매처 별로 상이할 수 있습니다.)",탁주,http://gidarim.co.kr/,일체의 첨가물 없이 쌀과 누룩으로만 빚은 막걸리이다. 최상의 품질을 유지하기 위해 하루 500병 한정 생산하며 긴 발효시간과 숙성기간을 거쳐 탄생됐다. 마시면 마실수록 입안에 퍼지는 상큼함과 달콤함이 매력적인 탁주이다.,,전/무침:파전,,,,
설성 만월 막걸리,6,750ml,"정제수, 유기농쌀국내산, 누룩, 유기농올리고당 등",병영주조장,"￦4,000 (가격은 판매처 별로 상이할 수 있습니다.)",탁주,http://byjujo.modoo.at/,"전국적으로 유기농쌀로 빚은 막걸리는 여러 가지 있긴 하지만, 유기가공 식품 인증을 받은 막걸리는 설성 만월 막걸리가 최초. 최고 품질의 막걸리를 빚고 있다는 병영주조의 자존심을 그대로 보여주고 있다.","단맛:2, 신맛:3, 청량감:2, 바디감:3",해산물:새우 간장 절임,,,,
선운산의 아침 복분자 막걸리,6,750ml,"복분자, 쌀, 효모, 국, 과당, 구연산, 젖산, 정제수",국순당고창명주㈜,"￦28,000(500ml*12병)(가격은 판매처 별로 상이할 수 있습니다.)",살균탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077970,명작 복분자'로 국내외에서 우수한 품질을 인정 받은 국순당고창명주에서 국내산 1등급 복분자와 국내산 쌀로 빚은 살균막걸리이다. 복분자의 깊은 맛과 우리 전통 막걸리의 맛이 조화롭게 어우러진 제품이다.,"단맛:2, 신맛:2, 청량감:1, 바디감:2",해산물생선찜,,,,
생 청주 막걸리,6,750ml,"쌀, 소맥분, 국, 조제종국, 효모, 물엿 등",조은술 세종,"￦1,500 (가격은 판매처 별로 상이할 수 있습니다.)",탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100068990,"국내산 쌀과 함께 소맥분을 사용하여 진한 맛을 느낄 수 있으며 알싸한 탄산의 맛까지 있어 청주의 대표 막걸리로 자리매김 하고 있는 생 청주 막걸리. 걸쭉하면서도 담백함이 채 가시기 전 넘어오는 막걸리 특유의 알싸한 맛에 기분까지 산뜻하게 만드는 조은술의 대표작이자 첫 출시 작품, 소맥분 특유의 목 넘김도 놓치면 안 된다.","단맛:2, 신맛:1, 청량감:3, 바디감:3",더덕구이,,,,
산정호수 동정춘막걸리,6,720ml,"국내산 쌀, 누룩, 정제수",(주)농업회사법인 술빚는 전가네,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)",탁주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100340871,향긋한 열대 과일 향과 기분 좋은 단맛이 입안을 감도는 감미로운 막걸리이다. 2018년 대한민국 우리술품평회 탁주부문에서 대상을 수상하며 맛과 품질을 인정 받았다. 제조사 '술 빚는 전가네'에서는 순수한 자연재료만을 사용하여 명성산에서 흘러내린 산정호수의 맑은 물과 기운을 제품에 담아내고 있다.,"단맛:5, 신맛:1, 청량감:4, 바디감:4",디저트:떡,,,,
산막 생유 막걸리,6,750ml,"국내산 쌀, 소맥분, 종국, 효모",농업회사법인 신탄진주조(주),"￦1,200(가격은 판매처 별로 상이할 수 있습니다.)",탁주,https://stjjujo.modoo.at/,"다양한 전통주 제품을 선보이고 있는 신탄진주조에서 생산하는 막걸리이다. 양조장을 설립할 당시 생산하던 '산막 막걸리'를 2011년에 제품명을 바꾼 제품으로 지금까지 신탄진주조를 존재하게 한 대표 제품이라고 할 수 있다. 전국 각지마다 지역을 대표하는 막걸리가 있는데, 대전을 대표하는 막걸리로는 단연 '산막 생유 막걸리'라고 부를 수 있다.","단맛:1, 신맛:3, 청량감:3, 바디감:2",육류:닭갈비,,,,
봉하쌀 생막걸리,6,750ml,"쌀(국내산), 정제효소, 젖산, 효모, 아스파탐, 정제수",농업회사법인 (주)봉하마을,￦2000 (가격은 판매처 별로 상이할 수 있습니다),탁주,https://dyricewine.modoo.at/,봉하쌀 생막걸리는 경남 김해 봉하마을에서 재배한 친환경 유기농쌀을 사용하여 전남 담양의 양조장 죽향도가에서 제조한 지역화합의 의미를 담고 있는 막걸리이다. 고(故) 노무현 전대통령이 서거 직전까지 의욕적으로 추진했던 고향 봉하마을의 친환경농업이 안정적으로 뿌리를 내리고 그 결실로 '봉하쌀 생막걸리'가 만들어졌다. 초기에는 생산량이 한정되어 봉하마을에서만 만날 수 있었으나 지금은 전국적으로 유통되고 있다.,"단맛:1, 신맛:2, 청량감:3, 바디감:2",전/무침:홍어무침,,,,
